    Time, Temp_C_H_up,SpCond_mS/cm_H_up, Cond_mS/cm_H_up,  TDS_g/L_H_up,   Sal_ppt_H_up,Turbid_NTU_H_up,  Chl_ug/L_H_up,Experiment,    Date,Sonde,Position,Site
13:03:32,19.66,56.21,50.47,36.54,37.41,4.1,0.3,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:33,19.66,56.21,50.47,36.54,37.41,4.1,0.3,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:34,19.66,56.2,50.47,36.53,37.41,4.1,0.5,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:35,19.67,56.19,50.47,36.53,37.4,4.1,0.4,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:36,19.67,56.2,50.47,36.53,37.4,4.1,0.3,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:37,19.67,56.2,50.47,36.53,37.4,4.1,0.5,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:38,19.67,56.2,50.48,36.53,37.41,4.1,0.7,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:39,19.67,56.2,50.48,36.53,37.41,4.1,0.6,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:40,19.67,56.19,50.48,36.53,37.4,4.1,0.6,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:41,19.67,56.19,50.48,36.53,37.4,4.1,0.4,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:42,19.68,56.19,50.48,36.53,37.4,4.2,0.4,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:43,19.67,56.2,50.48,36.53,37.41,4.1,0.7,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:44,19.67,56.2,50.48,36.53,37.41,4.1,0.4,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:45,19.67,56.2,50.48,36.53,37.41,4.2,0.2,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:46,19.67,56.21,50.49,36.54,37.41,4.1,0.5,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:47,19.67,56.21,50.49,36.54,37.41,4.1,0.5,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:48,19.66,56.21,50.48,36.54,37.41,4.1,1,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:49,19.66,56.21,50.48,36.53,37.41,4.1,1.2,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:50,19.66,56.2,50.48,36.53,37.41,4.1,1.3,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:51,19.66,56.2,50.47,36.53,37.41,4.1,1,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:52,19.66,56.2,50.47,36.53,37.41,4,1,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:53,19.66,56.2,50.47,36.53,37.41,4.1,1.2,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:54,19.66,56.2,50.47,36.53,37.41,4,0.8,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:55,19.65,56.2,50.46,36.53,37.41,4,0.9,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:56,19.65,56.2,50.45,36.53,37.41,4,0.8,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:57,19.65,56.2,50.45,36.53,37.41,4,0.8,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:58,19.65,56.2,50.45,36.53,37.4,3.9,0.9,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:03:59,19.64,56.19,50.44,36.52,37.4,3.9,0.8,Side-by-side-after,4/17/19,H,Upstream,Deanza
13:04:00,19.64,56.19,50.44,36.52,37.4,3.9,0.6,Side-by-side-after,4/17/19,H,Upstream,Deanza
12:23:00,18.96,55.48,49.08,36.06,36.86,2.6,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:01,18.96,55.48,49.08,36.06,36.86,2.6,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:02,18.96,55.48,49.08,36.06,36.86,2.6,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:04,18.96,55.48,49.08,36.06,36.87,2.6,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:05,18.97,55.48,49.08,36.06,36.87,2.6,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:06,18.97,55.48,49.08,36.06,36.86,2.6,1,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:07,18.97,55.48,49.08,36.06,36.86,2.6,1,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:08,18.97,55.48,49.09,36.06,36.86,2.5,1.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:09,18.97,55.48,49.09,36.06,36.87,2.5,1.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:10,18.97,55.48,49.09,36.06,36.86,2.5,1.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:12,18.97,55.48,49.09,36.06,36.86,2.5,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:13,18.97,55.47,49.09,36.06,36.86,2.5,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:14,18.97,55.47,49.09,36.06,36.86,2.5,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:15,18.97,55.47,49.09,36.06,36.86,2.5,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:16,18.97,55.47,49.09,36.06,36.86,2.5,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:17,18.97,55.47,49.09,36.06,36.86,2.5,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:18,18.97,55.47,49.09,36.06,36.86,2.5,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:20,18.97,55.47,49.09,36.06,36.86,2.5,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:21,18.98,55.47,49.09,36.06,36.86,2.5,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:22,18.98,55.47,49.09,36.06,36.86,2.5,1.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:23,18.98,55.47,49.09,36.06,36.86,2.5,1,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:24,18.98,55.47,49.09,36.05,36.86,2.5,1,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:25,18.98,55.47,49.09,36.05,36.86,2.5,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:26,18.98,55.47,49.09,36.05,36.86,2.5,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:28,18.98,55.47,49.09,36.05,36.86,2.5,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:29,18.98,55.47,49.09,36.05,36.86,2.5,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:30,18.98,55.47,49.09,36.05,36.86,2.5,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:31,18.98,55.47,49.09,36.05,36.86,2.5,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:32,18.98,55.47,49.09,36.05,36.86,2.4,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:33,18.98,55.47,49.09,36.05,36.86,2.4,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:34,18.98,55.47,49.09,36.05,36.86,2.4,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:36,18.98,55.47,49.09,36.05,36.86,2.4,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:37,18.98,55.47,49.09,36.05,36.86,2.5,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:38,18.98,55.47,49.09,36.05,36.86,2.5,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:39,18.98,55.47,49.09,36.05,36.86,2.5,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:40,18.98,55.47,49.09,36.05,36.86,2.5,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:41,18.99,55.46,49.09,36.05,36.86,2.5,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:42,18.99,55.46,49.09,36.05,36.86,2.5,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:44,18.99,55.46,49.09,36.05,36.85,2.5,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:45,18.99,55.46,49.09,36.05,36.85,2.4,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:46,18.99,55.46,49.09,36.05,36.85,2.4,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:47,18.99,55.46,49.09,36.05,36.85,2.4,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:48,18.99,55.46,49.09,36.05,36.85,2.4,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:49,18.99,55.46,49.09,36.05,36.85,2.4,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:50,18.99,55.46,49.09,36.05,36.85,2.4,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:52,18.99,55.46,49.09,36.05,36.85,2.4,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:53,18.99,55.46,49.09,36.05,36.85,2.3,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:54,18.99,55.45,49.08,36.04,36.85,2.3,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:55,18.99,55.45,49.08,36.04,36.85,2.3,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:56,18.99,55.45,49.08,36.04,36.84,2.3,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:57,18.98,55.45,49.08,36.04,36.84,2.3,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:23:58,18.98,55.45,49.08,36.04,36.84,2.3,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:00,18.98,55.45,49.08,36.04,36.84,2.3,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:01,18.98,55.45,49.08,36.04,36.84,2.3,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:02,18.98,55.45,49.08,36.04,36.84,2.3,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:03,18.98,55.45,49.07,36.04,36.84,2.3,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:04,18.98,55.45,49.07,36.04,36.84,2.3,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:05,18.98,55.45,49.07,36.04,36.84,2.3,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:06,18.98,55.45,49.07,36.04,36.84,2.3,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:08,18.98,55.45,49.08,36.04,36.84,2.3,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:09,18.98,55.45,49.08,36.04,36.84,2.3,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:10,18.99,55.45,49.08,36.04,36.84,2.3,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:11,18.99,55.44,49.08,36.04,36.84,2.3,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:12,18.99,55.44,49.08,36.04,36.84,2.3,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:13,18.99,55.44,49.08,36.04,36.84,2.3,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:14,18.99,55.44,49.08,36.04,36.84,2.3,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:16,18.99,55.44,49.08,36.04,36.84,2.3,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:17,18.99,55.44,49.08,36.04,36.84,2.3,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:18,18.99,55.45,49.08,36.04,36.84,2.2,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:19,18.99,55.45,49.09,36.04,36.84,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:20,19,55.45,49.09,36.04,36.84,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:21,19,55.45,49.09,36.04,36.84,2.3,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:22,19,55.45,49.09,36.04,36.84,2.2,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:24,19,55.45,49.09,36.04,36.84,2.2,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:25,19,55.45,49.09,36.04,36.84,2.2,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:26,19,55.45,49.09,36.04,36.84,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:27,19,55.45,49.09,36.04,36.84,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:28,19,55.45,49.09,36.04,36.84,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:29,19,55.44,49.09,36.04,36.84,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:30,19,55.44,49.1,36.04,36.84,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:32,19,55.44,49.1,36.04,36.84,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:33,19.01,55.44,49.09,36.04,36.84,2.2,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:34,19.01,55.44,49.09,36.04,36.84,2.2,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:35,19.01,55.44,49.09,36.04,36.84,2.2,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:36,19.01,55.44,49.09,36.04,36.84,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:37,19,55.44,49.09,36.04,36.84,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:38,19,55.44,49.09,36.04,36.84,2.2,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:40,19,55.44,49.09,36.03,36.84,2.2,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:41,19,55.44,49.09,36.03,36.83,2.2,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:42,19,55.44,49.09,36.03,36.83,2.2,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:43,19,55.44,49.09,36.03,36.83,2.2,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:44,19,55.44,49.09,36.03,36.83,2.2,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:45,19,55.44,49.09,36.03,36.83,2.2,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:46,19,55.43,49.08,36.03,36.83,2.2,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:48,19,55.43,49.08,36.03,36.83,2.2,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:49,19,55.43,49.09,36.03,36.83,2.2,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:50,19,55.44,49.09,36.03,36.83,2.2,-0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:51,19,55.43,49.09,36.03,36.83,2.2,-0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:52,19,55.43,49.09,36.03,36.83,2.3,-0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:53,19.01,55.44,49.09,36.03,36.83,2.2,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:54,19.01,55.44,49.09,36.03,36.83,2.2,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:56,19.01,55.43,49.09,36.03,36.83,2.2,-0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:57,19.01,55.43,49.09,36.03,36.83,2.2,-0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:58,19.01,55.43,49.09,36.03,36.83,2.2,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:24:59,19.01,55.44,49.09,36.03,36.83,2.2,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:25:00,19.01,55.44,49.09,36.03,36.83,2.2,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:10,19.04,55.42,49.11,36.02,36.82,2.3,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:12,19.04,55.42,49.11,36.02,36.82,2.3,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:13,19.04,55.42,49.11,36.02,36.82,2.3,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:14,19.04,55.42,49.11,36.02,36.82,2.3,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:16,19.04,55.42,49.11,36.02,36.82,2.3,-0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:17,19.04,55.42,49.11,36.02,36.82,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:18,19.04,55.41,49.11,36.02,36.82,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:19,19.04,55.41,49.11,36.02,36.82,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:20,19.04,55.41,49.11,36.02,36.82,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:21,19.04,55.41,49.11,36.02,36.82,2.2,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:22,19.04,55.41,49.11,36.02,36.82,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:24,19.04,55.41,49.11,36.02,36.82,2.2,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:25,19.04,55.41,49.1,36.02,36.81,2.2,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:26,19.03,55.41,49.09,36.01,36.81,2.2,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:27,19.03,55.41,49.09,36.01,36.81,2.1,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:28,19.03,55.41,49.09,36.01,36.81,2.1,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:29,19.03,55.41,49.09,36.01,36.81,2.1,1.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:30,19.03,55.41,49.09,36.01,36.81,2.1,1,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:32,19.03,55.41,49.09,36.01,36.81,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:33,19.03,55.41,49.09,36.01,36.81,2.2,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:34,19.03,55.41,49.09,36.01,36.81,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:35,19.03,55.41,49.09,36.01,36.81,2.2,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:36,19.03,55.41,49.09,36.01,36.81,2.2,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:37,19.03,55.41,49.09,36.01,36.81,2.2,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:38,19.03,55.41,49.09,36.01,36.81,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:40,19.03,55.41,49.09,36.01,36.81,2.1,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:41,19.04,55.41,49.09,36.01,36.81,2.1,0.8,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:42,19.04,55.41,49.1,36.01,36.81,2.2,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:43,19.04,55.41,49.1,36.01,36.81,2.2,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:44,19.04,55.41,49.1,36.01,36.81,2.2,0.9,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:45,19.04,55.41,49.1,36.01,36.81,2.1,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:46,19.04,55.41,49.1,36.01,36.81,2.1,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:48,19.04,55.41,49.1,36.01,36.81,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:49,19.04,55.41,49.1,36.01,36.81,2.2,0.7,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:50,19.04,55.41,49.1,36.01,36.81,2.1,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:51,19.04,55.41,49.1,36.01,36.81,2.1,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:52,19.04,55.41,49.1,36.01,36.81,2.1,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:53,19.04,55.41,49.1,36.01,36.81,2.1,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:54,19.04,55.41,49.1,36.02,36.81,2.1,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:56,19.04,55.41,49.1,36.01,36.81,2.1,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:57,19.05,55.41,49.11,36.01,36.81,2.1,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:58,19.05,55.41,49.11,36.01,36.81,2.1,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:26:59,19.05,55.41,49.11,36.01,36.81,2.1,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:00,19.05,55.41,49.11,36.01,36.81,2.1,-0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:01,19.05,55.41,49.1,36.01,36.81,2.1,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:02,19.05,55.41,49.11,36.01,36.81,2.1,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:04,19.05,55.41,49.11,36.02,36.81,2.1,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:05,19.05,55.41,49.11,36.02,36.81,2.1,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:06,19.05,55.41,49.11,36.02,36.81,2.1,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:07,19.05,55.41,49.11,36.02,36.81,2.1,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:08,19.05,55.41,49.11,36.02,36.81,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:09,19.05,55.41,49.11,36.02,36.81,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:10,19.05,55.41,49.11,36.01,36.81,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:12,19.05,55.41,49.11,36.01,36.81,2.2,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:13,19.05,55.41,49.11,36.01,36.81,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:14,19.05,55.41,49.11,36.01,36.81,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:15,19.05,55.41,49.11,36.01,36.81,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:16,19.05,55.41,49.11,36.01,36.81,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:17,19.06,55.41,49.12,36.01,36.81,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:18,19.06,55.41,49.12,36.01,36.81,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:20,19.06,55.41,49.12,36.01,36.81,2.2,-0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:21,19.06,55.41,49.12,36.01,36.81,2.3,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:22,19.06,55.41,49.12,36.01,36.81,2.3,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:23,19.06,55.41,49.12,36.01,36.81,2.3,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:24,19.06,55.41,49.12,36.01,36.81,2.3,0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:25,19.06,55.41,49.12,36.01,36.81,2.3,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:26,19.06,55.41,49.12,36.01,36.81,2.3,0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:28,19.06,55.41,49.12,36.01,36.81,2.3,0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:29,19.06,55.41,49.12,36.01,36.81,2.2,0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:30,19.06,55.41,49.12,36.01,36.81,2.3,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:31,19.06,55.41,49.12,36.01,36.81,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:32,19.06,55.41,49.12,36.01,36.81,2.2,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:33,19.06,55.41,49.12,36.01,36.81,2.2,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:34,19.06,55.41,49.12,36.01,36.81,2.2,0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:36,19.06,55.41,49.12,36.01,36.81,2.3,0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:37,19.06,55.41,49.12,36.01,36.81,2.3,0,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:38,19.06,55.4,49.12,36.01,36.81,2.3,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:39,19.06,55.4,49.12,36.01,36.81,2.3,-0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:40,19.06,55.4,49.12,36.01,36.81,2.3,-0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:41,19.06,55.4,49.12,36.01,36.81,2.3,-0.5,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:42,19.06,55.41,49.12,36.01,36.81,2.3,-0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:44,19.06,55.41,49.12,36.01,36.81,2.3,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:45,19.07,55.41,49.13,36.01,36.81,2.3,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:46,19.07,55.4,49.13,36.01,36.81,2.3,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:47,19.07,55.4,49.13,36.01,36.81,2.3,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:48,19.07,55.4,49.13,36.01,36.81,2.3,-0.1,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:49,19.07,55.4,49.13,36.01,36.81,2.3,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:50,19.07,55.4,49.12,36.01,36.81,2.3,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:52,19.07,55.4,49.12,36.01,36.81,2.3,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:53,19.07,55.4,49.12,36.01,36.81,2.3,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:54,19.07,55.4,49.13,36.01,36.81,2.3,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:55,19.07,55.4,49.13,36.01,36.81,2.3,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:56,19.07,55.4,49.13,36.01,36.81,2.3,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:57,19.07,55.4,49.13,36.01,36.81,2.3,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:27:58,19.07,55.4,49.13,36.01,36.81,2.3,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
12:28:00,19.07,55.4,49.13,36.01,36.81,2.3,-0.6,Side-by-side-before,4/17/19,G,Down,Deanza
12:28:01,19.07,55.4,49.13,36.01,36.81,2.2,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:28:02,19.07,55.4,49.13,36.01,36.81,2.2,-0.3,Side-by-side-before,4/17/19,G,Down,Deanza
12:28:03,19.07,55.4,49.13,36.01,36.81,2.2,-0.2,Side-by-side-before,4/17/19,G,Down,Deanza
12:28:04,19.07,55.4,49.12,36.01,36.81,2.2,-0.4,Side-by-side-before,4/17/19,G,Down,Deanza
